animal,age,temperature,symptom 1,symptom 2,symptom 3,disease
cow,5,103.3,crackling sound,loss of appetite,swelling in limb,blackleg
sheep,7,104.1,loss of appetite,difficulty walking,blisters on gums,foot and mouth
cow,9,100.8,swelling in muscle,depression,crackling sound,blackleg
buffalo,10,40.1,sores on hooves,sores on mouth,blisters on tongue,foot and mouth disease
sheep,3,104.4,difficulty walking,sores on hooves,loss of appetite,foot and mouth
goat,7,41.1,depression,coughing,nasal discharge,pasteurellosis
buffalo,5,103.0,crackling sound,loss of appetite,depression,blackleg
sheep,4,101.7,crackling sound,depression,swelling in limb,blackleg
goat,10,100.2,loss of appetite,swelling in muscle,crackling sound,blackleg
cow,7,100.5,loss of appetite,painless lumps,depression,lumpy skin disease
cow,15,101.1,painless lumps,loss of appetite,depression,lumpy skin disease
goat,1,104.2,sores on gums,difficulty walking,loss of appetite,foot and mouth
cow,1,103.0,loss of appetite,sores on mouth,lameness,foot and mouth
goat,10,104.6,loss of appetite,blisters on gums,lameness,foot and mouth
goat,3,102.1,loss of appetite,difficulty walking,sores on gums,foot and mouth
cow,3,104.7,loss of appetite,lameness,sores on mouth,foot and mouth
buffalo,10,102.3,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
sheep,9,102.2,depression,loss of appetite,painless lumps,lumpy skin disease
buffalo,15,102.9,lameness,swelling in limb,crackling sound,blackleg
buffalo,4,101.8,nasal discharge,loss of appetite,depression,pneumonia
sheep,7,103.9,difficulty walking,blisters on gums,loss of appetite,foot and mouth
sheep,8,101.9,depression,loss of appetite,painless lumps,lumpy skin disease
sheep,1,102.5,sores on mouth,lameness,loss of appetite,foot and mouth
cow,2,102.1,painless lumps,depression,loss of appetite,lumpy skin disease
buffalo,3,100.1,depression,loss of appetite,difficult breathing,pneumonia
sheep,7,38.6,loss of appetite,weakness,depression,pasteurellosis
sheep,2,104.6,difficult breathing,depression,loss of appetite,pneumonia
sheep,9,101.1,depression,loss of appetite,difficult breathing,pneumonia
sheep,6,103.4,lameness,loss of appetite,blisters on gums,foot and mouth
goat,4,100.2,depression,crackling sound,swelling in muscle,blackleg
sheep,7,101.3,difficulty walking,sores on tongue,loss of appetite,foot and mouth
cow,11,104.4,loss of appetite,difficult breathing,depression,pneumonia
buffalo,13,105.0,loss of appetite,depression,coughing,pneumonia
goat,9,38.2,difficulty breathing,coughing,weakness,pasteurellosis
goat,4,102.5,swelling in limb,crackling sound,depression,blackleg
buffalo,5,38.1,high fever,salivation,difficulty breathing,pasteurellosis
goat,7,100.2,blisters on mouth,loss of appetite,difficulty walking,foot and mouth
buffalo,8,37.5,fever,loss of appetite,fatigue,mastitis
goat,8,38.6,salivation,swelling in neck,high fever,pasteurellosis
goat,6,100.1,painless lumps,loss of appetite,depression,lumpy skin disease
goat,7,103.9,depression,loss of appetite,painless lumps,lumpy skin disease
buffalo,13,104.8,loss of appetite,painless lumps,depression,lumpy skin disease
goat,7,40.9,nasal discharge,weakness,loss of appetite,pasteurellosis
buffalo,1,39.1,depression,weakness,loss of appetite,pasteurellosis
cow,6,103.1,depression,loss of appetite,painless lumps,lumpy skin disease
cow,8,104.3,lameness,loss of appetite,crackling sound,blackleg
buffalo,7,104.8,depression,painless lumps,loss of appetite,lumpy skin disease
sheep,4,102.7,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
sheep,3,104.7,loss of appetite,depression,painless lumps,lumpy skin disease
buffalo,11,102.9,loss of appetite,blisters on gums,difficulty walking,foot and mouth
buffalo,7,102.6,difficulty walking,swelling in muscle,depression,blackleg
buffalo,3,39.9,depression,coughing,fatigue,pasteurellosis
goat,10,101.1,swelling in muscle,crackling sound,difficulty walking,blackleg
buffalo,4,104.4,painless lumps,depression,loss of appetite,lumpy skin disease
buffalo,5,102.4,depression,swelling in muscle,lameness,blackleg
goat,8,40.1,depression,milk clots,painful udder,mastitis
sheep,8,103.2,sores on mouth,difficulty walking,loss of appetite,foot and mouth
sheep,8,102.2,crackling sound,loss of appetite,lameness,blackleg
buffalo,1,104.6,painless lumps,loss of appetite,depression,lumpy skin disease
goat,7,101.7,crackling sound,swelling in muscle,lameness,blackleg
sheep,7,101.2,depression,loss of appetite,difficulty walking,blackleg
buffalo,5,40.1,fatigue,depression,swelling in neck,pasteurellosis
sheep,1,104.7,nasal discharge,depression,loss of appetite,pneumonia
cow,14,102.6,loss of appetite,lameness,swelling in limb,blackleg
sheep,10,103.9,depression,painless lumps,loss of appetite,lumpy skin disease
cow,9,100.6,difficulty walking,blisters on gums,loss of appetite,foot and mouth
cow,1,104.1,difficult breathing,depression,loss of appetite,pneumonia
sheep,6,103.1,loss of appetite,sores on mouth,difficulty walking,foot and mouth
cow,2,101.0,difficulty walking,loss of appetite,sores on hooves,foot and mouth
buffalo,8,37.4,slow growth,anemia,weakness,parasite infestation
goat,3,101.7,difficulty walking,blisters on gums,loss of appetite,foot and mouth
buffalo,9,100.3,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
buffalo,3,37.3,depression,coughing,weakness,pasteurellosis
buffalo,14,102.2,depression,loss of appetite,difficult breathing,pneumonia
goat,9,104.9,blisters on gums,loss of appetite,lameness,foot and mouth
cow,4,37.4,difficulty breathing,salivation,loss of appetite,pasteurellosis
buffalo,10,102.1,sores on mouth,lameness,loss of appetite,foot and mouth
sheep,5,38.6,weight loss,sores on mouth,lameness,foot and mouth disease
cow,13,102.5,loss of appetite,depression,painless lumps,lumpy skin disease
goat,2,100.0,loss of appetite,depression,difficult breathing,pneumonia
cow,10,38.1,loss of appetite,depression,coughing,pasteurellosis
buffalo,12,103.7,crackling sound,depression,difficulty walking,blackleg
goat,5,104.5,sores on tongue,difficulty walking,loss of appetite,foot and mouth
cow,2,40.1,depression,swelling in neck,difficulty breathing,pasteurellosis
goat,6,38.5,fatigue,nasal discharge,coughing,pasteurellosis
buffalo,9,102.9,depression,difficult breathing,loss of appetite,pneumonia
buffalo,8,39.2,chest pain,fatigue,difficulty breathing,pneumonia
sheep,9,37.4,weakness,depression,fatigue,pasteurellosis
buffalo,15,104.0,loss of appetite,depression,painless lumps,lumpy skin disease
goat,1,103.4,difficulty walking,depression,loss of appetite,blackleg
cow,12,101.1,crackling sound,swelling in limb,loss of appetite,blackleg
goat,1,100.3,loss of appetite,painless lumps,depression,lumpy skin disease
buffalo,4,103.1,loss of appetite,depression,painless lumps,lumpy skin disease
goat,1,40.1,depression,nasal discharge,reduced milk production,pneumonia
sheep,3,103.3,nasal discharge,depression,loss of appetite,pneumonia
goat,8,38.1,salivation,coughing,fatigue,pasteurellosis
goat,5,102.6,loss of appetite,crackling sound,depression,blackleg
goat,4,104.6,loss of appetite,painless lumps,depression,lumpy skin disease
cow,6,104.9,loss of appetite,difficulty walking,sores on hooves,foot and mouth
cow,6,102.2,difficult breathing,loss of appetite,depression,pneumonia
cow,12,102.0,loss of appetite,depression,difficult breathing,pneumonia
goat,10,103.6,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
goat,2,100.8,sores on gums,lameness,loss of appetite,foot and mouth
sheep,1,104.1,painless lumps,depression,loss of appetite,lumpy skin disease
buffalo,9,101.3,difficult breathing,depression,loss of appetite,pneumonia
goat,8,101.0,depression,loss of appetite,painless lumps,lumpy skin disease
cow,3,40.9,painful udder,fatigue,reduced milk yield,mastitis
sheep,2,101.3,crackling sound,swelling in muscle,lameness,blackleg
sheep,1,104.3,crackling sound,depression,lameness,blackleg
buffalo,10,39.1,skin nodules,fever,salivation,lumpy skin disease
sheep,3,38.2,high fever,fatigue,swelling in neck,pasteurellosis
goat,3,102.4,loss of appetite,sores on gums,lameness,foot and mouth
buffalo,3,103.6,loss of appetite,painless lumps,depression,lumpy skin disease
buffalo,1,37.3,fatigue,difficulty breathing,weakness,pasteurellosis
goat,6,100.2,painless lumps,depression,loss of appetite,lumpy skin disease
goat,1,100.4,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
goat,5,102.9,loss of appetite,difficult breathing,depression,pneumonia
cow,2,39.0,lameness,bloody discharge,loss of appetite,blackleg
buffalo,2,105.0,depression,loss of appetite,painless lumps,lumpy skin disease
buffalo,4,100.6,loss of appetite,lameness,blisters on hooves,foot and mouth
cow,10,102.1,lameness,sores on gums,loss of appetite,foot and mouth
buffalo,12,101.1,coughing,loss of appetite,depression,pneumonia
sheep,6,100.1,depression,difficult breathing,loss of appetite,pneumonia
buffalo,5,102.7,lameness,sores on tongue,loss of appetite,foot and mouth
cow,5,101.9,depression,loss of appetite,crackling sound,blackleg
goat,4,100.7,lameness,sores on tongue,loss of appetite,foot and mouth
sheep,2,101.4,loss of appetite,depression,nasal discharge,pneumonia
buffalo,4,103.4,loss of appetite,lameness,blisters on mouth,foot and mouth
sheep,2,101.6,depression,loss of appetite,coughing,pneumonia
buffalo,13,100.3,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
sheep,1,104.0,blisters on tongue,lameness,loss of appetite,foot and mouth
buffalo,2,101.0,swelling in muscle,crackling sound,loss of appetite,blackleg
goat,2,102.5,loss of appetite,sores on mouth,difficulty walking,foot and mouth
cow,3,104.1,loss of appetite,blisters on mouth,lameness,foot and mouth
cow,5,103.9,loss of appetite,depression,nasal discharge,pneumonia
sheep,10,39.1,nasal discharge,fatigue,depression,pasteurellosis
cow,4,100.5,sores on tongue,difficulty walking,loss of appetite,foot and mouth
buffalo,8,101.6,swelling in limb,crackling sound,lameness,blackleg
goat,4,103.3,loss of appetite,lameness,sores on gums,foot and mouth
sheep,10,104.6,depression,swelling in limb,lameness,blackleg
cow,4,104.5,loss of appetite,coughing,depression,pneumonia
goat,7,38.1,coughing,loss of appetite,swelling in neck,pasteurellosis
sheep,3,104.0,depression,lameness,swelling in muscle,blackleg
buffalo,7,101.0,depression,loss of appetite,painless lumps,lumpy skin disease
cow,13,102.5,difficulty walking,swelling in muscle,crackling sound,blackleg
sheep,1,103.6,sores on hooves,difficulty walking,loss of appetite,foot and mouth
sheep,8,37.1,enlarged lymph nodes,skin nodules,watering eyes,lumpy skin disease
buffalo,7,102.6,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
goat,8,101.6,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
goat,10,101.0,crackling sound,depression,swelling in muscle,blackleg
sheep,5,39.3,difficulty breathing,nasal discharge,coughing,pasteurellosis
buffalo,1,100.9,loss of appetite,depression,painless lumps,lumpy skin disease
cow,10,101.7,lameness,loss of appetite,sores on mouth,foot and mouth
sheep,3,102.4,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
sheep,9,100.2,lameness,loss of appetite,crackling sound,blackleg
goat,10,102.4,swelling in limb,crackling sound,difficulty walking,blackleg
goat,5,103.2,loss of appetite,swelling in limb,depression,blackleg
cow,9,100.0,loss of appetite,depression,crackling sound,blackleg
buffalo,5,38.9,lesions on skin,scabs on muzzle,loss of appetite,lumpy skin disease
sheep,1,101.7,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
goat,4,102.3,loss of appetite,lameness,crackling sound,blackleg
goat,8,104.3,sores on tongue,loss of appetite,difficulty walking,foot and mouth
goat,8,100.5,depression,painless lumps,loss of appetite,lumpy skin disease
cow,14,100.6,depression,painless lumps,loss of appetite,lumpy skin disease
buffalo,2,100.7,loss of appetite,difficulty walking,sores on tongue,foot and mouth
cow,6,38.6,reduced milk yield,blisters on tongue,sores on hooves,foot and mouth disease
goat,6,100.4,nasal discharge,depression,loss of appetite,pneumonia
sheep,7,100.7,depression,loss of appetite,painless lumps,lumpy skin disease
buffalo,13,102.4,difficult breathing,loss of appetite,depression,pneumonia
buffalo,6,104.4,loss of appetite,painless lumps,depression,lumpy skin disease
cow,12,101.6,sores on mouth,lameness,loss of appetite,foot and mouth
sheep,9,100.6,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
buffalo,8,103.2,nasal discharge,depression,loss of appetite,pneumonia
buffalo,9,100.0,swelling in muscle,lameness,loss of appetite,blackleg
sheep,7,101.3,loss of appetite,painless lumps,depression,lumpy skin disease
sheep,9,102.4,loss of appetite,painless lumps,depression,lumpy skin disease
cow,10,104.8,lameness,loss of appetite,sores on mouth,foot and mouth
buffalo,5,103.6,loss of appetite,painless lumps,depression,lumpy skin disease
sheep,4,100.7,lameness,loss of appetite,sores on tongue,foot and mouth
sheep,6,103.8,loss of appetite,sores on gums,difficulty walking,foot and mouth
goat,10,102.3,swelling in muscle,crackling sound,depression,blackleg
buffalo,11,104.8,difficulty walking,swelling in muscle,loss of appetite,blackleg
goat,8,38.2,difficulty breathing,reduced milk production,chest pain,pneumonia
cow,4,103.0,loss of appetite,painless lumps,depression,lumpy skin disease
buffalo,4,37.4,coughing,swelling in neck,weakness,pasteurellosis
buffalo,6,103.6,depression,painless lumps,loss of appetite,lumpy skin disease
cow,4,40.1,nasal discharge,weakness,salivation,pasteurellosis
buffalo,7,102.5,coughing,depression,loss of appetite,pneumonia
goat,3,40.1,abortion,lameness,fever,brucellosis
buffalo,12,100.1,blisters on hooves,lameness,loss of appetite,foot and mouth
cow,6,40.2,coughing,loss of appetite,nasal discharge,pasteurellosis
buffalo,15,101.9,coughing,loss of appetite,depression,pneumonia
sheep,4,101.3,sores on hooves,difficulty walking,loss of appetite,foot and mouth
cow,3,39.9,swelling in neck,salivation,high fever,pasteurellosis
goat,3,104.7,painless lumps,loss of appetite,depression,lumpy skin disease
goat,2,104.7,depression,loss of appetite,painless lumps,lumpy skin disease
goat,2,101.4,painless lumps,loss of appetite,depression,lumpy skin disease
sheep,10,101.4,coughing,depression,loss of appetite,pneumonia
buffalo,8,102.8,nasal discharge,loss of appetite,depression,pneumonia
buffalo,8,38.2,swelling in neck,loss of appetite,fatigue,pasteurellosis
cow,6,102.2,difficulty walking,swelling in muscle,depression,blackleg
goat,7,41.1,loss of appetite,swelling in neck,coughing,pasteurellosis
buffalo,6,103.5,loss of appetite,sores on mouth,difficulty walking,foot and mouth
cow,1,100.7,loss of appetite,depression,swelling in limb,blackleg
buffalo,8,100.8,loss of appetite,nasal discharge,depression,pneumonia
cow,3,40.1,loss of appetite,swelling in neck,high fever,pasteurellosis
goat,7,101.2,loss of appetite,crackling sound,lameness,blackleg
sheep,1,102.5,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
buffalo,9,101.9,loss of appetite,depression,swelling in muscle,blackleg
buffalo,8,40.9,depression,difficulty breathing,fatigue,pasteurellosis
goat,10,102.6,loss of appetite,difficult breathing,depression,pneumonia
buffalo,12,101.2,loss of appetite,lameness,sores on tongue,foot and mouth
cow,15,101.4,swelling in limb,depression,difficulty walking,blackleg
sheep,10,40.9,fatigue,difficulty breathing,loss of appetite,pasteurellosis
sheep,4,39.1,coughing,nasal discharge,high fever,pasteurellosis
cow,4,102.7,lameness,loss of appetite,sores on hooves,foot and mouth
sheep,5,40.1,high fever,difficulty breathing,fatigue,pasteurellosis
buffalo,12,101.3,painless lumps,loss of appetite,depression,lumpy skin disease
sheep,5,101.6,loss of appetite,depression,coughing,pneumonia
buffalo,2,104.8,loss of appetite,blisters on hooves,lameness,foot and mouth
buffalo,15,102.7,loss of appetite,lameness,depression,blackleg
cow,10,101.6,loss of appetite,sores on hooves,difficulty walking,foot and mouth
goat,6,102.0,depression,lameness,swelling in muscle,blackleg
buffalo,1,101.9,lameness,swelling in limb,loss of appetite,blackleg
sheep,8,102.5,crackling sound,depression,loss of appetite,blackleg
cow,8,37.4,painful udder,loss of appetite,depression,mastitis
sheep,9,103.2,sores on hooves,loss of appetite,lameness,foot and mouth
sheep,9,37.3,salivation,nasal discharge,high fever,pasteurellosis
cow,3,102.2,difficulty walking,blisters on gums,loss of appetite,foot and mouth
buffalo,6,100.2,depression,coughing,loss of appetite,pneumonia
cow,9,104.1,crackling sound,depression,difficulty walking,blackleg
cow,10,38.6,lameness,swelling in muscles,sudden death,blackleg
sheep,9,40.2,salivation,coughing,depression,pasteurellosis
buffalo,5,101.0,nasal discharge,loss of appetite,depression,pneumonia
sheep,9,103.6,loss of appetite,sores on tongue,difficulty walking,foot and mouth
sheep,9,37.2,loss of appetite,depression,salivation,pasteurellosis
sheep,4,100.5,depression,difficult breathing,loss of appetite,pneumonia
buffalo,15,100.6,sores on tongue,loss of appetite,lameness,foot and mouth
goat,2,104.6,lameness,depression,crackling sound,blackleg
sheep,6,101.3,depression,painless lumps,loss of appetite,lumpy skin disease
goat,1,41.5,swelling in neck,weakness,fatigue,pasteurellosis
buffalo,1,100.6,depression,loss of appetite,coughing,pneumonia
sheep,1,104.0,difficulty walking,loss of appetite,crackling sound,blackleg
sheep,9,102.0,swelling in muscle,lameness,loss of appetite,blackleg
goat,6,101.2,crackling sound,lameness,swelling in muscle,blackleg
sheep,5,38.6,coughing,difficulty breathing,swelling in neck,pasteurellosis
cow,6,103.0,depression,crackling sound,lameness,blackleg
cow,6,104.2,loss of appetite,difficulty walking,sores on gums,foot and mouth
sheep,7,102.3,loss of appetite,difficult breathing,depression,pneumonia
buffalo,3,101.9,loss of appetite,sores on hooves,lameness,foot and mouth
cow,12,100.2,swelling in limb,depression,crackling sound,blackleg
cow,15,104.8,depression,loss of appetite,painless lumps,lumpy skin disease
buffalo,4,100.2,sores on hooves,loss of appetite,difficulty walking,foot and mouth
buffalo,9,40.7,depression,udder redness,fatigue,mastitis
cow,1,37.3,high fever,fatigue,loss of appetite,pasteurellosis
goat,6,103.1,difficulty walking,sores on gums,loss of appetite,foot and mouth
goat,6,39.1,loss of appetite,depression,fever,pneumonia
cow,2,38.5,trembling,weakness,diarrhea,enterotoxemia
sheep,8,100.1,loss of appetite,lameness,blisters on gums,foot and mouth
sheep,3,102.0,depression,loss of appetite,painless lumps,lumpy skin disease
goat,10,102.2,difficulty walking,blisters on gums,loss of appetite,foot and mouth
sheep,10,40.9,fever,lameness,infertility,brucellosis
goat,5,104.4,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
sheep,2,38.6,weakness,loss of appetite,swelling in neck,pasteurellosis
buffalo,10,37.6,loss of appetite,nasal discharge,depression,pneumonia
buffalo,9,101.0,crackling sound,swelling in limb,depression,blackleg
buffalo,3,100.3,loss of appetite,difficulty walking,blisters on mouth,foot and mouth
cow,10,103.0,lameness,blisters on tongue,loss of appetite,foot and mouth
goat,10,39.1,weight loss,lameness,reduced milk yield,brucellosis
sheep,10,40.1,reduced milk yield,retained placenta,weight loss,brucellosis
sheep,8,37.3,fatigue,coughing,weakness,pasteurellosis
cow,12,103.4,lameness,sores on tongue,loss of appetite,foot and mouth
cow,1,101.4,blisters on tongue,lameness,loss of appetite,foot and mouth
cow,10,102.0,blisters on tongue,loss of appetite,lameness,foot and mouth
sheep,9,39.3,painful udder,high temperature,depression,mastitis
goat,10,103.7,depression,loss of appetite,nasal discharge,pneumonia
goat,8,41.5,fatigue,swelling in neck,high fever,pasteurellosis
buffalo,4,101.4,difficulty walking,swelling in limb,depression,blackleg
sheep,4,102.3,painless lumps,depression,loss of appetite,lumpy skin disease
sheep,3,104.0,loss of appetite,lameness,crackling sound,blackleg
sheep,6,103.6,lameness,sores on gums,loss of appetite,foot and mouth
goat,2,100.1,loss of appetite,painless lumps,depression,lumpy skin disease
cow,8,101.4,loss of appetite,swelling in muscle,crackling sound,blackleg
cow,12,101.8,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
buffalo,12,103.3,loss of appetite,sores on hooves,lameness,foot and mouth
cow,14,102.3,painless lumps,loss of appetite,depression,lumpy skin disease
cow,7,102.2,depression,coughing,loss of appetite,pneumonia
cow,1,102.8,loss of appetite,depression,difficult breathing,pneumonia
buffalo,6,37.5,weakness,pale mucous membranes,anemia,parasite infestation
cow,5,101.7,sores on tongue,loss of appetite,difficulty walking,foot and mouth
sheep,2,103.4,painless lumps,loss of appetite,depression,lumpy skin disease
cow,5,37.0,difficulty breathing,depression,weakness,pasteurellosis
goat,8,100.9,crackling sound,difficulty walking,swelling in limb,blackleg
buffalo,4,103.7,depression,painless lumps,loss of appetite,lumpy skin disease
sheep,4,100.8,loss of appetite,difficult breathing,depression,pneumonia
buffalo,1,102.8,crackling sound,depression,lameness,blackleg
cow,4,100.7,loss of appetite,sores on hooves,lameness,foot and mouth
sheep,1,100.9,sores on gums,loss of appetite,lameness,foot and mouth
sheep,7,102.9,depression,loss of appetite,nasal discharge,pneumonia
buffalo,6,100.5,loss of appetite,sores on mouth,lameness,foot and mouth
goat,6,103.8,difficulty walking,loss of appetite,sores on gums,foot and mouth
goat,4,101.3,lameness,swelling in limb,depression,blackleg
buffalo,9,104.2,loss of appetite,depression,painless lumps,lumpy skin disease
buffalo,3,103.9,loss of appetite,coughing,depression,pneumonia
sheep,3,103.7,swelling in muscle,crackling sound,lameness,blackleg
goat,5,40.9,loss of appetite,difficulty breathing,coughing,pasteurellosis
buffalo,7,102.2,difficulty walking,sores on hooves,loss of appetite,foot and mouth
cow,11,101.1,loss of appetite,crackling sound,depression,blackleg
buffalo,12,103.1,blisters on tongue,loss of appetite,lameness,foot and mouth
goat,6,39.9,high fever,depression,difficulty breathing,pasteurellosis
cow,4,39.9,weakness,nasal discharge,loss of appetite,pasteurellosis
buffalo,2,102.4,crackling sound,loss of appetite,depression,blackleg
sheep,4,101.5,depression,loss of appetite,nasal discharge,pneumonia
cow,15,101.0,sores on mouth,loss of appetite,lameness,foot and mouth
cow,3,100.4,loss of appetite,lameness,swelling in muscle,blackleg
goat,1,104.2,loss of appetite,lameness,sores on hooves,foot and mouth
goat,9,102.3,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
buffalo,10,103.6,loss of appetite,lameness,blisters on mouth,foot and mouth
cow,10,40.7,abortion,weakness,depression,brucellosis
goat,4,102.9,blisters on gums,loss of appetite,lameness,foot and mouth
sheep,8,101.9,loss of appetite,depression,painless lumps,lumpy skin disease
cow,11,100.8,blisters on hooves,loss of appetite,lameness,foot and mouth
sheep,4,104.6,swelling in muscle,crackling sound,lameness,blackleg
buffalo,2,102.1,depression,painless lumps,loss of appetite,lumpy skin disease
sheep,7,100.1,painless lumps,loss of appetite,depression,lumpy skin disease
goat,5,102.0,crackling sound,swelling in muscle,loss of appetite,blackleg
sheep,2,100.6,swelling in muscle,loss of appetite,crackling sound,blackleg
cow,8,38.5,loss of appetite,weakness,high fever,pasteurellosis
cow,14,101.9,coughing,loss of appetite,depression,pneumonia
cow,2,100.5,loss of appetite,sores on tongue,difficulty walking,foot and mouth
goat,7,100.3,depression,difficulty walking,crackling sound,blackleg
goat,1,102.3,loss of appetite,depression,coughing,pneumonia
cow,2,103.8,crackling sound,loss of appetite,depression,blackleg
cow,4,40.2,loss of appetite,salivation,weakness,pasteurellosis
sheep,3,101.3,lameness,loss of appetite,crackling sound,blackleg
buffalo,4,101.0,lameness,blisters on tongue,loss of appetite,foot and mouth
buffalo,7,104.0,loss of appetite,painless lumps,depression,lumpy skin disease
sheep,9,100.7,lameness,loss of appetite,sores on mouth,foot and mouth
buffalo,10,37.0,weakness,loss of appetite,fatigue,pasteurellosis
cow,10,39.1,bloody discharge,high fever,swollen limbs,blackleg
buffalo,12,105.0,difficult breathing,loss of appetite,depression,pneumonia
goat,3,39.9,weakness,salivation,swelling in neck,pasteurellosis
cow,7,102.4,loss of appetite,depression,painless lumps,lumpy skin disease
sheep,2,39.1,loss of appetite,fatigue,difficulty breathing,pasteurellosis
sheep,8,39.3,swelling in neck,fatigue,coughing,pasteurellosis
buffalo,1,39.0,infertility,depression,retained placenta,brucellosis
goat,4,39.0,lameness,crepitation under skin,swollen limbs,blackleg
buffalo,10,101.9,depression,loss of appetite,difficult breathing,pneumonia
goat,5,39.1,distress,reduced movement,sudden death,bloat
buffalo,2,40.2,salivation,difficulty breathing,weakness,pasteurellosis
sheep,7,39.9,coughing,high fever,weakness,pasteurellosis
buffalo,10,103.5,loss of appetite,difficulty walking,sores on hooves,foot and mouth
sheep,9,103.4,painless lumps,depression,loss of appetite,lumpy skin disease
sheep,6,104.0,loss of appetite,painless lumps,depression,lumpy skin disease
cow,3,37.0,difficulty breathing,swelling in neck,salivation,pasteurellosis
cow,9,39.3,difficulty breathing,kicking abdomen,distress,bloat
goat,5,100.2,difficult breathing,depression,loss of appetite,pneumonia
buffalo,8,104.7,painless lumps,depression,loss of appetite,lumpy skin disease
sheep,9,37.4,difficulty breathing,weakness,swelling in neck,pasteurellosis
goat,3,102.2,loss of appetite,nasal discharge,depression,pneumonia
sheep,1,103.2,loss of appetite,painless lumps,depression,lumpy skin disease
sheep,10,100.5,painless lumps,loss of appetite,depression,lumpy skin disease
cow,2,39.1,difficulty breathing,fatigue,coughing,pasteurellosis
goat,10,103.3,coughing,depression,loss of appetite,pneumonia
cow,14,102.5,depression,crackling sound,difficulty walking,blackleg
goat,2,100.5,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
sheep,4,40.2,fatigue,loss of appetite,weakness,pasteurellosis
cow,13,101.9,nasal discharge,depression,loss of appetite,pneumonia
goat,10,38.2,difficulty breathing,coughing,fatigue,pasteurellosis
cow,15,101.1,loss of appetite,nasal discharge,depression,pneumonia
buffalo,4,41.1,high fever,fatigue,weakness,pasteurellosis
cow,8,101.0,depression,nasal discharge,loss of appetite,pneumonia
buffalo,15,105.0,painless lumps,depression,loss of appetite,lumpy skin disease
goat,7,38.6,difficulty breathing,loss of appetite,swelling in neck,pasteurellosis
sheep,5,41.5,salivation,depression,nasal discharge,pasteurellosis
buffalo,13,100.0,sores on hooves,loss of appetite,difficulty walking,foot and mouth
sheep,6,39.1,high fever,nasal discharge,weakness,pasteurellosis
cow,2,39.1,pale mucous membranes,slow growth,diarrhea,parasite infestation
buffalo,4,103.8,loss of appetite,depression,painless lumps,lumpy skin disease
buffalo,2,102.7,depression,painless lumps,loss of appetite,lumpy skin disease
goat,3,40.1,coughing,nasal discharge,difficulty breathing,pasteurellosis
goat,8,39.3,abdominal pain,loss of appetite,convulsions,enterotoxemia
goat,5,101.8,depression,painless lumps,loss of appetite,lumpy skin disease
goat,5,101.6,crackling sound,depression,loss of appetite,blackleg
goat,9,40.1,sudden death,distress,kicking abdomen,bloat
goat,4,38.4,lameness,fever,sores on mouth,foot and mouth disease
sheep,9,37.9,weakness,swelling in neck,salivation,pasteurellosis
buffalo,13,101.9,loss of appetite,painless lumps,depression,lumpy skin disease
cow,13,103.0,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
buffalo,4,102.9,difficulty walking,depression,crackling sound,blackleg
goat,2,38.6,loss of appetite,weakness,salivation,pasteurellosis
buffalo,1,103.3,crackling sound,loss of appetite,difficulty walking,blackleg
cow,3,103.3,depression,crackling sound,swelling in limb,blackleg
cow,11,101.9,loss of appetite,crackling sound,swelling in muscle,blackleg
goat,1,38.6,difficulty breathing,coughing,high fever,pasteurellosis
cow,9,39.3,salivation,lameness,enlarged lymph nodes,lumpy skin disease
cow,3,104.3,depression,painless lumps,loss of appetite,lumpy skin disease
goat,3,102.6,loss of appetite,depression,swelling in muscle,blackleg
buffalo,11,102.1,swelling in muscle,depression,difficulty walking,blackleg
goat,7,101.9,depression,painless lumps,loss of appetite,lumpy skin disease
goat,7,102.4,nasal discharge,depression,loss of appetite,pneumonia
sheep,5,37.0,weakness,swelling in neck,depression,pasteurellosis
goat,9,100.4,loss of appetite,difficult breathing,depression,pneumonia
goat,6,101.4,loss of appetite,difficult breathing,depression,pneumonia
buffalo,2,102.0,depression,painless lumps,loss of appetite,lumpy skin disease
buffalo,10,104.4,depression,loss of appetite,painless lumps,lumpy skin disease
cow,5,38.6,sudden death,trembling,fever,enterotoxemia
sheep,7,38.5,skin nodules,loss of appetite,lesions on skin,lumpy skin disease
buffalo,2,104.8,loss of appetite,lameness,crackling sound,blackleg
sheep,9,104.9,sores on gums,difficulty walking,loss of appetite,foot and mouth
buffalo,7,100.9,sores on tongue,loss of appetite,difficulty walking,foot and mouth
